N,L,R0,M,T,Util,Idle,Collisions
360,20,8,6,50000,72.32,13.578000000000001,7051
361,20,8,6,50000,72.938,13.242,6910
362,20,8,6,50000,72.652,13.370000000000001,6989
363,20,8,6,50000,72.37400000000001,13.48,7073
364,20,8,6,50000,72.48,13.474,7023
365,20,8,6,50000,71.99799999999999,13.694,7154
366,20,8,6,50000,72.724,13.3,6988
367,20,8,6,50000,72.444,13.438,7059
368,20,8,6,50000,72.176,13.604,7110
369,20,8,6,50000,72.87,13.297999999999998,6916
370,20,8,6,50000,72.886,13.284,6915
371,20,8,6,50000,72.886,13.238,6938
372,20,8,6,50000,72.982,13.224,6897
373,20,8,6,50000,72.432,13.462,7053
374,20,8,6,50000,73.416,12.995999999999999,6794
375,20,8,6,50000,73.458,12.986,6778
376,20,8,6,50000,72.24000000000001,13.572000000000001,7094
377,20,8,6,50000,72.396,13.506000000000002,7049
378,20,8,6,50000,73.028,13.202,6885
379,20,8,6,50000,72.916,13.224,6930
380,20,8,6,50000,73.27,13.052,6839
381,20,8,6,50000,72.596,13.374,7015
382,20,8,6,50000,72.444,13.48,7038
383,20,8,6,50000,73.32,13.05,6815
384,20,8,6,50000,73.184,13.084000000000001,6866
385,20,8,6,50000,73.83999999999999,12.770000000000001,6695
386,20,8,6,50000,73.44000000000001,12.958,6801
387,20,8,6,50000,73.56,12.920000000000002,6760
388,20,8,6,50000,74.32,12.524,6578
389,20,8,6,50000,73.902,12.736,6681
390,20,8,6,50000,73.368,12.998000000000001,6817
391,20,8,6,50000,74.03999999999999,12.631999999999998,6664
392,20,8,6,50000,73.59400000000001,12.886000000000001,6760
393,20,8,6,50000,72.822,13.270000000000001,6954
394,20,8,6,50000,74.0,12.681999999999999,6659
395,20,8,6,50000,73.70400000000001,12.831999999999999,6732
396,20,8,6,50000,73.97399999999999,12.702,6662
397,20,8,6,50000,73.6,12.888,6756
398,20,8,6,50000,73.252,13.03,6859
399,20,8,6,50000,73.65,12.845999999999998,6752
400,20,8,6,50000,73.774,12.809999999999999,6708
401,20,8,6,50000,74.11999999999999,12.645999999999999,6617
402,20,8,6,50000,73.88,12.709999999999999,6705
403,20,8,6,50000,74.44,12.454,6553
404,20,8,6,50000,73.898,12.728,6687
405,20,8,6,50000,73.72,12.796,6742
406,20,8,6,50000,74.16199999999999,12.595999999999998,6621
407,20,8,6,50000,74.02,12.644,6668
408,20,8,6,50000,73.534,12.906,6780
409,20,8,6,50000,74.47399999999999,12.424,6551
410,20,8,6,50000,74.03999999999999,12.616,6672
411,20,8,6,50000,73.86399999999999,12.712000000000002,6712
412,20,8,6,50000,74.6,12.35,6525
413,20,8,6,50000,75.008,12.162,6415
414,20,8,6,50000,74.24,12.540000000000001,6610
415,20,8,6,50000,74.508,12.41,6541
416,20,8,6,50000,74.398,12.466000000000001,6568
417,20,8,6,50000,74.156,12.556000000000001,6644
