N,L,R0,M,T,Util,Idle,Collisions
58,20,16,6,50000,85.086,10.943999999999999,1985
59,20,16,6,50000,85.324,10.716000000000001,1980
60,20,16,6,50000,85.52,10.542,1969
61,20,16,6,50000,85.502,10.462,2018
62,20,16,6,50000,85.31400000000001,10.584,2051
63,20,16,6,50000,85.07000000000001,10.772,2079
64,20,16,6,50000,84.598,11.114,2144
65,20,16,6,50000,84.788,10.95,2131
66,20,16,6,50000,85.272,10.544,2092
67,20,16,6,50000,84.628,11.0,2186
68,20,16,6,50000,84.904,10.738,2179
69,20,16,6,50000,84.6,10.942,2229
70,20,16,6,50000,84.684,10.846,2235
71,20,16,6,50000,84.482,10.966,2276
72,20,16,6,50000,84.782,10.758,2230
73,20,16,6,50000,84.52,10.876,2302
74,20,16,6,50000,84.2,11.097999999999999,2351
75,20,16,6,50000,84.74000000000001,10.684000000000001,2288
76,20,16,6,50000,83.956,11.23,2407
77,20,16,6,50000,84.286,10.94,2387
78,20,16,6,50000,83.98,11.096,2462
79,20,16,6,50000,83.902,11.068,2515
80,20,16,6,50000,83.824,11.14,2518
81,20,16,6,50000,83.99799999999999,11.04,2481
82,20,16,6,50000,83.93,11.056000000000001,2507
83,20,16,6,50000,84.1,10.968,2466
84,20,16,6,50000,83.994,10.964,2521
85,20,16,6,50000,83.458,11.324,2609
86,20,16,6,50000,83.492,11.296000000000001,2606
87,20,16,6,50000,83.654,11.122,2612
88,20,16,6,50000,83.482,11.198,2660
89,20,16,6,50000,83.218,11.352,2715
90,20,16,6,50000,83.16,11.344,2748
91,20,16,6,50000,83.066,11.408,2763
92,20,16,6,50000,82.86,11.452,2844
93,20,16,6,50000,83.078,11.362,2780
94,20,16,6,50000,82.712,11.604000000000001,2842
95,20,16,6,50000,83.02000000000001,11.360000000000001,2810
96,20,16,6,50000,82.524,11.66,2908
97,20,16,6,50000,82.928,11.352,2860
98,20,16,6,50000,82.662,11.498,2920
99,20,16,6,50000,82.36,11.700000000000001,2970
100,20,16,6,50000,82.54599999999999,11.548,2953
101,20,16,6,50000,82.23,11.686,3042
